Gene.Symbol	Locus.ID	Cytoband	Entrez.IDs
HTR3A	3359	11q23.2	3359
ZBTB16	7704	11q23.2	7704
NNMT	4837	11q23.2	4837
C11orf71	54494	11q23.2	54494
RBM7	10179	11q23.2	10179
REXO2	25996	11q23.2	25996
NXPE1	120400	11q23.2	120400
snoU13|ENSG00000238724.1	-3850	11q23.2	snoU13|ENSG00000238724.1
NXPE4	54827	11q23.2	54827
NXPE2	120406	11q23.3	120406
ACA59|ENSG00000252870.1	-3851	11q23.3	ACA59|ENSG00000252870.1
CADM1	23705	11q23.3	23705
snoU13|ENSG00000239153.1	-3852	11q23.3	snoU13|ENSG00000239153.1
LINC00900	-3853	11q23.3	283143
snoU13|ENSG00000238625.1	-3854	11q23.3	snoU13|ENSG00000238625.1
BUD13	84811	11q23.3	84811
ZNF259	-3855	11q23.3	ZNF259
APOA5	116519	11q23.3	116519
APOA4	337	11q23.3	337
APOC3	345	11q23.3	345
APOA1	335	11q23.3	335
SIK3	23387	11q23.3	23387
RNY4P6	-3856	11q23.3	100379287
PAFAH1B2	5049	11q23.3	5049
SIDT2	51092	11q23.3	51092
TAGLN	6876	11q23.3	6876
PCSK7	-3857	11q23.3	9159
RNF214	257160	11q23.3	257160
SCARNA11|ENSG00000252992.1	-3858	11q23.3	SCARNA11|ENSG00000252992.1
BACE1	23621	11q23.3	23621
CEP164	22897	11q23.3	22897
DSCAML1	57453	11q23.3	57453
FXYD2	486	11q23.3	486
FXYD6	53826	11q23.3	53826
TMPRSS13	84000	11q23.3	84000
IL10RA	3587	11q23.3	3587
TMPRSS4	-3859	11q23.3	56649
SCN4B	6330	11q23.3	6330
SCN2B	6327	11q23.3	6327
AMICA1	120425	11q23.3	AMICA1
MPZL3	-3860	11q23.3	196264
MPZL2	10205	11q23.3	10205
CD3E	916	11q23.3	916
CD3D	915	11q23.3	915
CD3G	-3861	11q23.3	917
UBE4A	9354	11q23.3	9354
ATP5L	10632	11q23.3	10632
RN7SL86P	-3862	11q23.3	RN7SL86P
KMT2A	4297	11q23.3	4297
TMEM25	84866	11q23.3	84866
TTC36	-3863	11q23.3	143941
IFT46	56912	11q23.3	56912
ARCN1	372	11q23.3	372
PHLDB1	23187	11q23.3	23187
TREH	11181	11q23.3	11181
DDX6	-3864	11q23.3	1656
CXCR5	-3865	11q23.3	643
BCL9L	-3866	11q23.3	283149
MIR4492	100616376	11q23.3	100616376
UPK2	7379	11q23.3	7379
RN7SL688P	-3867	11q23.3	106479474
FOXR1	283150	11q23.3	283150
RN7SL529P	-3868	11q23.3	RN7SL529P
CCDC84	338657	11q23.3	338657
RPS25	-3869	11q23.3	6230
MIR3656	-3870	11q23.3	100500840
TRAPPC4	51399	11q23.3	51399
SLC37A4	2542	11q23.3	2542
HYOU1	10525	11q23.3	10525
VPS11	55823	11q23.3	55823
HMBS	3145	11q23.3	3145
DPAGT1	1798	11q23.3	1798
H2AFX	3014	11q23.3	3014
C2CD2L	-3871	11q23.3	9854
HINFP	-3872	11q23.3	25988
ABCG4	64137	11q23.3	64137
NLRX1	79671	11q23.3	79671
PDZD3	79849	11q23.3	79849
CCDC153	283152	11q23.3	283152
CBL	867	11q23.3	867
MCAM	4162	11q23.3	4162
ACA64|ENSG00000252119.1	-3873	11q23.3	ACA64|ENSG00000252119.1
RNF26	79102	11q23.3	79102
C1QTNF5	114902	11q23.3	114902
MFRP	83552	11q23.3	83552
USP2	9099	11q23.3	9099
THY1	-3875	11q23.3	7070
PVRL1	5818	11q23.3	PVRL1
TRIM29	23650	11q23.3	23650
OAF	-3876	11q23.3	220323
POU2F3	25833	11q23.3	25833
TMEM136	219902	11q23.3	219902
ARHGEF12	23365	11q23.3	23365
GRIK4	2900	11q23.3	2900
TBCEL	-3877	11q23.3	219899
TECTA	7007	11q23.3	7007
SC5D	-3878	11q23.3	6309
SORL1	6653	11q24.1	6653
MIR125B1	406911	11q24.1	406911
BLID	414899	11q24.1	414899
MIRLET7A2	406882	11q24.1	406882
MIR100	406892	11q24.1	406892
RNU4ATAC10P	-3879	11q24.1	106479542
RNU4ATAC5P	-3880	11q24.1	106481156
UBASH3B	84959	11q24.1	84959
snoU13|ENSG00000239079.1	-3881	11q24.1	snoU13|ENSG00000239079.1
CRTAM	56253	11q24.1	56253
C11orf63	79864	11q24.1	79864
BSX	390259	11q24.1	390259
HSPA8	3312	11q24.1	3312
SNORD14E	-3882	11q24.1	85391
SNORD14C	-3884	11q24.1	85389
SNORD14D	-3883	11q24.1	85390
CLMP	79827	11q24.1	79827
U8|ENSG00000200496.1	-3885	11q24.1	U8|ENSG00000200496.1
MIR4493	100616319	11q24.1	100616319
GRAMD1B	57476	11q24.1	57476
SCN3B	55800	11q24.1	55800
ZNF202	7753	11q24.1	7753
OR6X1	390260	11q24.1	390260
OR6M1	390261	11q24.1	390261
TMEM225	338661	11q24.1	338661
OR8D4	338662	11q24.1	338662
OR4D5	219875	11q24.1	219875
OR6T1	219874	11q24.1	219874
OR10S1	219873	11q24.1	219873
OR10G4	390264	11q24.1	390264
OR10G9	219870	11q24.1	219870
OR10G8	219869	11q24.2	219869
OR10G7	390265	11q24.2	390265
VWA5A	4013	11q24.2	4013
OR10D3	-3886	11q24.2	26497
OR8D1	283159	11q24.2	283159
OR8D2	283160	11q24.2	283160
OR8B2	26595	11q24.2	26595
OR8B3	390271	11q24.2	390271
OR8B4	283162	11q24.2	283162
OR8B8	26493	11q24.2	26493
OR8B12	219858	11q24.2	219858
OR8A1	390275	11q24.2	390275
PANX3	116337	11q24.2	116337
TBRG1	-3887	11q24.2	84897
SIAE	54414	11q24.2	54414
RNA5SP352	-3888	11q24.2	100873612
SPA17	53340	11q24.2	53340
NRGN	4900	11q24.2	4900
VSIG2	23584	11q24.2	23584
ESAM	90952	11q24.2	90952
MSANTD2	79684	11q24.2	79684
ROBO3	64221	11q24.2	64221
ROBO4	54538	11q24.2	54538
HEPACAM	220296	11q24.2	220296
HEPN1	641654	11q24.2	641654
CCDC15	80071	11q24.2	80071
SLC37A2	-3889	11q24.2	219855
TMEM218	219854	11q24.2	219854
KRT18P59	-3890	11q24.2	399965
PKNOX2	63876	11q24.2	63876
FEZ1	9638	11q24.2	9638
EI24	9538	11q24.2	9538
STT3A	3703	11q24.2	3703
CHEK1	1111	11q24.2	1111
ACRV1	56	11q24.2	56
PATE1	160065	11q24.2	160065
PATE2	399967	11q24.2	399967
PATE3	100169851	11q24.2	100169851
PATE4	399968	11q24.2	399968
HYLS1	219844	11q24.2	219844
PUS3	83480	11q24.2	83480
DDX25	29118	11q24.2	29118
CDON	50937	11q24.2	50937
RPUSD4	84881	11q24.2	84881
FAM118B	79607	11q24.2	79607
RN7SL351P	-3891	11q24.2	106479351
SRPR	6734	11q24.2	SRPR
FOXRED1	55572	11q24.2	55572
TIRAP	114609	11q24.2	114609
snoU13|ENSG00000238855.1	-3892	11q24.2	snoU13|ENSG00000238855.1
DCPS	28960	11q24.2	28960
ST3GAL4	6484	11q24.2	6484
KIRREL3	84623	11q24.2	84623
MIR3167	-3893	11q24.2	100422918
RN7SKP121	-3894	11q24.2	106481811
RN7SKP279	-3895	11q24.2	106480479
ETS1	2113	11q24.3	2113
FLI1	2313	11q24.3	2313
KCNJ1	3758	11q24.3	3758
KCNJ5	-3896	11q24.3	3762
C11orf45	219833	11q24.3	219833
TP53AIP1	63970	11q24.3	63970
ARHGAP32	9743	11q24.3	9743
BARX2	8538	11q24.3	8538
TMEM45B	120224	11q24.3	120224
NFRKB	4798	11q24.3	4798
PRDM10	56980	11q24.3	56980
LINC00167	-3897	11q24.3	440072
APLP2	334	11q24.3	334
ST14	6768	11q24.3	6768
ZBTB44	29068	11q24.3	29068
ADAMTS8	11095	11q24.3	11095
ADAMTS15	170689	11q24.3	170689
C11orf44	283171	11q24.3	283171
SNX19	399979	11q24.3	399979
RN7SL167P	-3898	11q25	106480966
NTM	50863	11q25	50863
RNU6ATAC12P	-3899	11q25	106479548
OPCML	4978	11q25	4978
snoU13|ENSG00000238693.1	-3900	11q25	snoU13|ENSG00000238693.1
SPATA19	219938	11q25	219938
MIR4697	100616119	11q25	100616119
IGSF9B	22997	11q25	22997
JAM3	83700	11q25	83700
NCAPD3	23310	11q25	23310
VPS26B	112936	11q25	112936
THYN1	29087	11q25	29087
ACAD8	27034	11q25	27034
B3GAT1	27087	11q25	27087
GLB1L2	89944	11q25	89944
GLB1L3	112937	11q25	112937
B4GALNT3	283358	12p13.33	283358
CCDC77	84318	12p13.33	84318
FAM138D	-3901	12p13.33	677784
IQSEC3	440073	12p13.33	440073
KDM5A	5927	12p13.33	5927
NINJ2	4815	12p13.33	4815
RNU4ATAC16P	-3902	12p13.33	106481160
SLC6A12	6539	12p13.33	6539
SLC6A13	6540	12p13.33	6540
WNK1	65125	12p13.33	65125
RAD52	5893	12p13.33	5893
ERC1	23085	12p13.33	23085
RN7SL852P	-3903	12p13.33	RN7SL852P
ADIPOR2	79602	12p13.33	79602
FBXL14	144699	12p13.33	144699
LINC00942	-3904	12p13.33	100292680
MIR3649	100500816	12p13.33	100500816
WNT5B	81029	12p13.33	81029
CACNA2D4	93589	12p13.33	93589
LRTM2	654429	12p13.33	654429
LINC00940	-3905	12p13.33	100271702
DCP1B	196513	12p13.33	196513
CACNA1C	-3906	12p13.33	775
CBX3P4	-3907	12p13.33	100873792
FKBP4	-3908	12p13.33	2288
ITFG2	55846	12p13.33	55846
NRIP2	83714	12p13.33	83714
FOXM1	2305	12p13.33	2305
RHNO1	83695	12p13.33	83695
TULP3	7289	12p13.33	7289
TEAD4	7004	12p13.33	7004
TSPAN9	10867	12p13.33	10867
PRMT8	56341	12p13.32	56341
EFCAB4B	84766	12p13.32	EFCAB4B
PARP11	57097	12p13.32	57097
CCND2	894	12p13.32	894
C12orf5	-3909	12p13.32	C12orf5
FGF23	8074	12p13.32	8074
FGF6	2251	12p13.32	2251
C12orf4	57102	12p13.32	57102
RAD51AP1	10635	12p13.32	10635
DYRK4	8798	12p13.32	8798
NDUFA9	-3910	12p13.32	4704
AKAP3	10566	12p13.32	10566
GALNT8	26290	12p13.32	26290
KCNA6	3742	12p13.32	3742
KCNA1	3736	12p13.32	3736
KCNA5	3741	12p13.32	3741
NTF3	4908	12p13.31	4908
ANO2	57101	12p13.31	57101
VWF	7450	12p13.31	7450
RN7SL69P	-3911	12p13.31	106480940
CD9	928	12p13.31	928
PLEKHG6	55200	12p13.31	55200
TNFRSF1A	7132	12p13.31	7132
RN7SL391P	-3912	12p13.31	106481030
SCNN1A	6337	12p13.31	6337
LTBR	4055	12p13.31	4055
CD27	939	12p13.31	939
TAPBPL	55080	12p13.31	55080
VAMP1	6843	12p13.31	6843
MRPL51	-3913	12p13.31	51258
NCAPD2	9918	12p13.31	9918
SCARNA10	-3914	12p13.31	692148
GAPDH	2597	12p13.31	2597
IFFO1	25900	12p13.31	25900
NOP2	4839	12p13.31	4839
CHD4	1108	12p13.31	1108
SCARNA11|ENSG00000251898.1	-3915	12p13.31	SCARNA11|ENSG00000251898.1
LPAR5	57121	12p13.31	57121
ACRBP	84519	12p13.31	84519
ING4	51147	12p13.31	51147
ZNF384	171017	12p13.31	171017
PIANP	196500	12p13.31	196500
COPS7A	50813	12p13.31	50813
MLF2	8079	12p13.31	8079
PTMS	5763	12p13.31	5763
LAG3	3902	12p13.31	3902
RN7SL380P	-3916	12p13.31	106479361
CD4	920	12p13.31	920
GPR162	27239	12p13.31	27239
LEPREL2	10536	12p13.31	LEPREL2
GNB3	2784	12p13.31	2784
CDCA3	83461	12p13.31	83461
USP5	8078	12p13.31	8078
SPSB2	84727	12p13.31	84727
TPI1	7167	12p13.31	7167
LRRC23	10233	12p13.31	10233
RPL13P5	-3917	12p13.31	283345
DSTNP2	-3918	12p13.31	171220
ENO2	2026	12p13.31	2026
ATN1	1822	12p13.31	1822
C12orf57	113246	12p13.31	113246
PTPN6	5777	12p13.31	5777
MIR141	406933	12p13.31	406933
MIR200C	406985	12p13.31	406985
PHB2	11331	12p13.31	11331
SCARNA12	-3919	12p13.31	677777
EMG1	10436	12p13.31	10436
LPCAT3	10162	12p13.31	10162
C1S	716	12p13.31	716
C1R	-3920	12p13.31	715
C1RL	51279	12p13.31	51279
RBP5	83758	12p13.31	83758
CLSTN3	9746	12p13.31	9746
PEX5	5830	12p13.31	5830
ACSM4	341392	12p13.31	341392
CD163L1	283316	12p13.31	283316
CD163	9332	12p13.31	9332
APOBEC1	339	12p13.31	339
GDF3	9573	12p13.31	9573
DPPA3	359787	12p13.31	359787
CLEC4C	170482	12p13.31	170482
NANOGNB	360030	12p13.31	360030
NANOG	79923	12p13.31	79923
NANOGP1	-3921	12p13.31	404635
SLC2A14	144195	12p13.31	144195
SLC2A3	6515	12p13.31	6515
FOXJ2	55810	12p13.31	55810
C3AR1	719	12p13.31	719
NECAP1	25977	12p13.31	25977
CLEC4A	50856	12p13.31	50856
ZNF705A	440077	12p13.31	440077
FAM66C	-3922	12p13.31	440078
FAM86FP	-3923	12p13.31	653113
FAM90A1	55138	12p13.31	55138
LINC00937	389634	12p13.31	389634
CLEC6A	93978	12p13.31	93978
CLEC4D	338339	12p13.31	338339
CLEC4E	26253	12p13.31	26253
SCARNA11|ENSG00000252727.1	-3924	12p13.31	SCARNA11|ENSG00000252727.1
AICDA	57379	12p13.31	57379
MFAP5	8076	12p13.31	8076
RIMKLB	57494	12p13.31	57494
A2ML1	144568	12p13.31	144568
PHC1	1911	12p13.31	1911
M6PR	4074	12p13.31	4074
KLRG1	10219	12p13.31	10219
LINC00612	-3925	12p13.31	253128
A2M	2	12p13.31	2
PZP	5858	12p13.31	5858
A2MP1	-3926	12p13.31	3
LINC00987	-3927	12p13.31	100499405
SNORA75|ENSG00000212432.1	-3929	12p13.31	SNORA75|ENSG00000212432.1
SNORA75|ENSG00000212440.1	-3928	12p13.31	SNORA75|ENSG00000212440.1
KLRB1	-3930	12p13.31	3820
CLEC2D	-3931	12p13.31	29121
CLECL1	160365	12p13.31	160365
CD69	969	12p13.31	969
KLRF1	51348	12p13.31	51348
CLEC2B	-3932	12p13.31	9976
KLRF2	-3933	12p13.31	100431172
CLEC2A	387836	12p13.31	387836
CLEC12A	160364	12p13.2	160364
CLEC1B	51266	12p13.2	51266
CLEC12B	387837	12p13.2	387837
CLEC9A	283420	12p13.2	283420
CLEC1A	51267	12p13.2	51267
RN7SKP161	-3934	12p13.2	106479167
CLEC7A	64581	12p13.2	64581
OLR1	4973	12p13.2	4973
TMEM52B	120939	12p13.2	120939
GABARAPL1	23710	12p13.2	23710
KLRD1	3824	12p13.2	3824
KLRK1	22914	12p13.2	22914
KLRC4	8302	12p13.2	8302
KLRC1	3821	12p13.2	3821
KLRC2	3822	12p13.2	3822
KLRC3	3823	12p13.2	3823
EIF2S3L	-3935	12p13.2	EIF2S3L
KLRAP1	10748	12p13.2	KLRAP1
MAGOHB	-3936	12p13.2	55110
STYK1	55359	12p13.2	55359
YBX3	8531	12p13.2	8531
TAS2R7	50837	12p13.2	50837
TAS2R8	-3937	12p13.2	50836
TAS2R9	50835	12p13.2	50835
PRR4	11272	12p13.2	11272
TAS2R10	50839	12p13.2	50839
PRH1	5554	12p13.2	5554
TAS2R13	50838	12p13.2	50838
PRH2	-3938	12p13.2	5555
TAS2R14	-3939	12p13.2	50840
TAS2R50	259296	12p13.2	259296
TAS2R20	-3940	12p13.2	259295
TAS2R19	259294	12p13.2	259294
TAS2R30	-3942	12p13.2	259293
TAS2R31	259290	12p13.2	259290
TAS2R42	353164	12p13.2	353164
TAS2R43	259289	12p13.2	259289
TAS2R46	259292	12p13.2	259292
TAS2R64P	-3941	12p13.2	338412
PRB3	5544	12p13.2	5544
PRB4	5545	12p13.2	5545
PRB1	5542	12p13.2	5542
PRB2	653247	12p13.2	653247
ETV6	2120	12p13.2	2120
BCL2L14	79370	12p13.2	79370
LRP6	4040	12p13.2	4040
MANSC1	54682	12p13.2	54682
LOH12CR2	-3943	12p13.2	503693
LOH12CR1	118426	12p13.2	LOH12CR1
DUSP16	-3944	12p13.2	80824
CREBL2	1389	12p13.2	1389
GPR19	2842	12p13.1	2842
CDKN1B	1027	12p13.1	1027
APOLD1	81575	12p13.1	81575
MIR613	-3945	12p13.1	693198
DDX47	51202	12p13.1	51202
GPRC5A	-3946	12p13.1	9052
GPRC5D	55507	12p13.1	55507
GSG1	83445	12p13.1	83445
HEBP1	50865	12p13.1	50865
HTR7P1	-3948	12p13.1	93164
KIAA1467	57613	12p13.1	KIAA1467
MIR614	693199	12p13.1	693199
SNORD88	-3947	12p13.1	SNORD88
EMP1	2012	12p13.1	2012
C12orf36	283422	12p13.1	C12orf36
RNA5SP353	-3949	12p13.1	100873613
GRIN2B	-3950	12p13.1	2904
RN7SKP162	-3951	12p13.1	106480884
RN7SL46P	-3952	12p13.1	RN7SL46P
RN7SL676P	-3953	12p13.1	106479469
RPL30P11	-3954	12p13.1	100271303
ATF7IP	55729	12p13.1	55729
PLBD1	-3955	12p13.1	79887
RN7SKP134	-3956	12p13.1	106479154
GUCY2C	2984	12p13.1	2984
H2AFJ	55766	12p12.3	55766
HIST4H4	121504	12p12.3	121504
WBP11	51729	12p12.3	51729
C12orf60	-3957	12p12.3	144608
SMCO3	440087	12p12.3	440087
ART4	-3958	12p12.3	420
MGP	4256	12p12.3	4256
ERP27	-3959	12p12.3	121506
ARHGDIB	397	12p12.3	397
PDE6H	5149	12p12.3	5149
RERG	85004	12p12.3	85004
PTPRO	5800	12p12.3	5800
EPS8	2059	12p12.3	2059
STRAP	11171	12p12.3	11171
DERA	51071	12p12.3	51071
SLC15A5	729025	12p12.3	729025
MGST1	4257	12p12.3	4257
LMO3	55885	12p12.3	55885
RERGL	79785	12p12.3	79785
PIK3C2G	5288	12p12.3	5288
PLCZ1	89869	12p12.3	89869
CAPZA3	93661	12p12.3	93661
PLEKHA5	54477	12p12.3	54477
RN7SL459P	-3960	12p12.3	106479390
RN7SL67P	-3961	12p12.3	106479248
AEBP2	-3962	12p12.3	121536
PDE3A	5139	12p12.2	5139
SLCO1C1	53919	12p12.2	53919
SLCO1B3	28234	12p12.2	28234
LST3	-3963	12p12.2	LST3
SLCO1B7	338821	12p12.2	338821
SLCO1B1	10599	12p12.2	10599
SLCO1A2	6579	12p12.1	6579
IAPP	3375	12p12.1	3375
PYROXD1	-3964	12p12.1	79912
RECQL	5965	12p12.1	5965
GOLT1B	51026	12p12.1	51026
C12orf39	-3965	12p12.1	C12orf39
GYS2	2998	12p12.1	2998
LDHB	3945	12p12.1	3945
KCNJ8	3764	12p12.1	3764
ABCC9	10060	12p12.1	10060
CMAS	55907	12p12.1	55907
ST8SIA1	6489	12p12.1	6489
C2CD5	9847	12p12.1	9847
ETNK1	55500	12p12.1	55500
SOX5	6660	12p12.1	6660
MIR920	100126320	12p12.1	100126320
LINC00477	144360	12p12.1	144360
RN7SL38P	-3966	12p12.1	106480932
BCAT1	586	12p12.1	586
C12orf77	196415	12p12.1	196415
LRMP	4033	12p12.1	4033
CASC1	55259	12p12.1	55259
LYRM5	144363	12p12.1	LYRM5
KRAS	3845	12p12.1	3845
IFLTD1	160492	12p12.1	IFLTD1
RN7SKP262	-3967	12p12.1	106479212
RASSF8	11228	12p12.1	11228
BHLHE41	79365	12p12.1	79365
SSPN	-3968	12p12.1	8082
ITPR2	3709	12p12.1	3709
RNA5SP354	-3969	12p11.23	100873614
ASUN	55726	12p11.23	55726
FGFR1OP2	26127	12p11.23	26127
TM7SF3	-3970	12p11.23	51768
MED21	9412	12p11.23	9412
C12orf71	728858	12p11.23	728858
STK38L	23012	12p11.23	23012
ARNTL2	-3971	12p11.23	56938
SMCO2	341346	12p11.23	341346
PPFIBP1	8496	12p11.23	8496
REP15	387849	12p11.22	387849
MRPS35	60488	12p11.22	60488
MANSC4	100287284	12p11.22	100287284
KLHL42	57542	12p11.22	57542
RN7SKP15	-3972	12p11.22	106480456
PTHLH	5744	12p11.22	5744
CCDC91	55297	12p11.22	55297
RNA5SP355	-3973	12p11.22	106479009
FAR2	55711	12p11.22	55711
ERGIC2	-3974	12p11.22	51290
OVCH1	341350	12p11.22	341350
TMTC1	83857	12p11.22	83857
U3|ENSG00000253052.1	-3975	12p11.22	U3|ENSG00000253052.1
RNA5SP356	-3976	12p11.22	100873615
IPO8	10526	12p11.21	10526
CAPRIN2	65981	12p11.21	65981
LINC00941	-3977	12p11.21	100287314
TSPAN11	441631	12p11.21	441631
DDX11	1663	12p11.21	1663
SNORA75|ENSG00000212533.1	-3978	12p11.21	SNORA75|ENSG00000212533.1
FAM60A	58516	12p11.21	58516
snoU13|ENSG00000238661.1	-3979	12p11.21	snoU13|ENSG00000238661.1
DENND5B	160518	12p11.21	160518
snoU13|ENSG00000239033.1	-3980	12p11.21	snoU13|ENSG00000239033.1
METTL20	254013	12p11.21	METTL20
AMN1	196394	12p11.21	196394
STMN1P1	-3981	12p11.21	100506685
H3F3C	440093	12p11.21	440093
SNORA25|ENSG00000252204.1	-3982	12p11.21	SNORA25|ENSG00000252204.1
KIAA1551	55196	12p11.21	55196
BICD1	636	12p11.21	636
FGD4	121512	12p11.21	121512
DNM1L	10059	12p11.21	10059
YARS2	51067	12p11.21	51067
PKP2	5318	12p11.21	5318
SNORD112|ENSG00000251863.1	-3983	12p11.1	SNORD112|ENSG00000251863.1
ALG10B	-3988	12q12	144245
ALG10	-3985	12p11.1	84920
CPNE8	144402	12q12	144402
RNA5SP358	-3986	12q12	100873617
RNA5SP359	-3987	12q12	100873618
SYT10	-3984	12p11.1	341359
KIF21A	55605	12q12	55605
ABCD2	-3989	12q12	225
C12orf40	283461	12q12	283461
SLC2A13	114134	12q12	114134
SNORA22|ENSG00000199571.1	-3990	12q12	SNORA22|ENSG00000199571.1
LRRK2	120892	12q12	120892
MUC19	-3991	12q12	283463
CNTN1	1272	12q12	1272
PDZRN4	29951	12q12	29951
RNA5SP360	-3992	12q12	100873619
GXYLT1	283464	12q12	283464
YAF2	10138	12q12	10138
PPHLN1	51535	12q12	51535
RN7SL10P	-3993	12q12	RN7SL10P
ZCRB1	85437	12q12	85437
SNORA74|ENSG00000252917.1	-3994	12q12	SNORA74|ENSG00000252917.1
PRICKLE1	144165	12q12	144165
ADAMTS20	80070	12q12	80070
PUS7L	83448	12q12	83448
IRAK4	51135	12q12	51135
TWF1	5756	12q12	5756
TMEM117	84216	12q12	84216
NELL2	4753	12q12	4753
DBX2	440097	12q12	440097
RNA5SP361	-3995	12q12	100873620
PLEKHA8P1	51054	12q12	51054
ANO6	196527	12q12	196527
ARID2	196528	12q12	196528
RN7SL246P	-3996	12q12	106480989
SCAF11	-3997	12q12	9169
SLC38A1	81539	12q13.11	81539
SLC38A2	54407	12q13.11	54407
SLC38A4	55089	12q13.11	55089
AMIGO2	347902	12q13.11	347902
PCED1B	91523	12q13.11	91523
MIR4698	100616486	12q13.11	100616486
SNORA64|ENSG00000199566.1	-3998	12q13.11	SNORA64|ENSG00000199566.1
MIR4494	100616478	12q13.11	100616478
RPAP3	-3999	12q13.11	79657
ENDOU	8909	12q13.11	8909
RAPGEF3	10411	12q13.11	10411
SLC48A1	55652	12q13.11	55652
HDAC7	51564	12q13.11	51564
VDR	7421	12q13.11	7421
TMEM106C	79022	12q13.11	79022
COL2A1	1280	12q13.11	1280
SENP1	29843	12q13.11	29843
PFKM	5213	12q13.11	5213
ASB8	140461	12q13.11	140461
C12orf68	387856	12q13.11	C12orf68
DKFZP779L1853	-4000	12q13.11	DKFZP779L1853
OR10AD1	121275	12q13.11	121275
H1FNT	341567	12q13.11	341567
ZNF641	121274	12q13.11	121274
ANP32D	23519	12q13.11	23519
C12orf54	121273	12q13.11	121273
OR8S1	341568	12q13.11	341568
LALBA	3906	12q13.11	3906
KANSL2	54934	12q13.11	54934
SNORA34	-4001	12q13.11	SNORA34
SNORA2A	-4002	12q13.11	677793
SNORA2B	-4003	12q13.11	677794
CCNT1	904	12q13.11	904
LINC00935	255411	12q13.12	255411
ADCY6	112	12q13.12	112
MIR4701	-4004	12q13.12	100616262
CACNB3	784	12q13.12	784
DDX23	9416	12q13.12	9416
RND1	27289	12q13.12	27289
ARF3	377	12q13.12	377
CCDC65	85478	12q13.12	85478
FKBP11	51303	12q13.12	51303
snoU13|ENSG00000238395.1	-4005	12q13.12	snoU13|ENSG00000238395.1
WNT10B	7480	12q13.12	7480
WNT1	-4006	12q13.12	7471
DDN	23109	12q13.12	23109
PRKAG1	5571	12q13.12	5571
KMT2D	8085	12q13.12	8085
RHEBL1	121268	12q13.12	121268
DHH	50846	12q13.12	50846
LMBR1L	55716	12q13.12	55716
TUBA1B	10376	12q13.12	10376
TUBA1A	7846	12q13.12	7846
TUBA1C	84790	12q13.12	84790
PRPH	-4007	12q13.12	5630
C1QL4	338761	12q13.12	338761
TROAP	10024	12q13.12	10024
DNAJC22	79962	12q13.12	79962
SPATS2	65244	12q13.12	65244
KCNH3	23416	12q13.12	23416
MCRS1	10445	12q13.12	10445
PRPF40B	25766	12q13.12	25766
FAM186B	84070	12q13.12	84070
FMNL3	91010	12q13.12	91010
TMBIM6	7009	12q13.12	7009
NCKAP5L	57701	12q13.12	57701
BCDIN3D	-4008	12q13.12	144233
FAIM2	23017	12q13.12	23017
AQP2	359	12q13.12	359
AQP5	-4009	12q13.12	362
AQP6	-4010	12q13.12	363
RACGAP1	29127	12q13.12	29127
ASIC1	41	12q13.12	41
SMARCD1	6602	12q13.12	6602
COX14	84987	12q13.12	84987
GPD1	2819	12q13.12	2819
CERS5	91012	12q13.12	91012
LIMA1	51474	12q13.12	51474
MIR1293	-4011	12q13.12	100302220
FAM186A	121006	12q13.12	121006
LARP4	113251	12q13.12	113251
DIP2B	57609	12q13.12	57609
ATF1	466	12q13.12	466
RN7SL519P	-4012	12q13.12	106479412
TMPRSS12	283471	12q13.12	283471
METTL7A	25840	12q13.12	25840
HIGD1C	-4013	12q13.12	613227
SLC11A2	4891	12q13.12	4891
U6|ENSG00000272028.1	-4014	12q13.12	U6|ENSG00000272028.1
LETMD1	25875	12q13.12	25875
CSRNP2	81566	12q13.12	81566
TFCP2	7024	12q13.12	7024
POU6F1	-4015	12q13.13	5463
DAZAP2	9802	12q13.13	9802
SMAGP	57228	12q13.13	57228
BIN2	51411	12q13.13	51411
CELA1	1990	12q13.13	1990
GALNT6	11226	12q13.13	11226
SLC4A8	9498	12q13.13	9498
SCN8A	6334	12q13.13	6334
ACVRL1	94	12q13.13	94
ANKRD33	341405	12q13.13	341405
ACVR1B	91	12q13.13	91
GRASP	160622	12q13.13	160622
NR4A1	3164	12q13.13	3164
C12orf44	60673	12q13.13	C12orf44
OR7E47P	-4016	12q13.13	26628
KRT80	144501	12q13.13	144501
C12orf80	-4017	12q13.13	283403
LINC00592	-4018	12q13.13	283404
KRT7	3855	12q13.13	3855
KRT121P	-4019	12q13.13	KRT121P
KRT86	3892	12q13.13	3892
KRT81	3887	12q13.13	3887
KRT83	3889	12q13.13	3889
KRT84	3890	12q13.13	3890
KRT85	3891	12q13.13	3891
KRT82	3888	12q13.13	3888
KRT6B	3854	12q13.13	3854
KRT6C	286887	12q13.13	286887
KRT75	9119	12q13.13	9119
KRT6A	3853	12q13.13	3853
KRT5	3852	12q13.13	3852
KRT71	112802	12q13.13	112802
KRT74	121391	12q13.13	121391
KRT72	140807	12q13.13	140807
KRT73	319101	12q13.13	319101
KRT2	3849	12q13.13	3849
KRT1	3848	12q13.13	3848
KRT77	374454	12q13.13	374454
KRT76	51350	12q13.13	51350
KRT3	3850	12q13.13	3850
KRT4	3851	12q13.13	3851
KRT79	338785	12q13.13	338785
KRT78	196374	12q13.13	196374
KRT8	3856	12q13.13	3856
KRT18	3875	12q13.13	3875
