Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID
PDCD6IPP2	15q13.1	646278	ENSG00000261377
PDCD7	15q22.31	10081	ENSG00000090470
PDCD10	3q26.1	11235	ENSG00000114209
PDCD11	10q24.33	22984	ENSG00000148843
PDCL	9q33.2	5082	ENSG00000136940
PDCL2	4q12	132954	ENSG00000163440
PDCL2P1	Xp22.11	653707	ENSG00000228610
PDCL2P2	11q13.1	106480295	ENSG00000255058
PDCL3	2q11.2	79031	ENSG00000115539
PDCL3P1	8q12.1	392225	ENSG00000226301
PDCL3P2	8q22.3	643831	ENSG00000282989
PDCL3P3	3p24.3	100132683	ENSG00000214286
PDCL3P4	3q12.3	285359	ENSG00000244119
PDCL3P5	6q25.1	644850	ENSG00000213089
PDCL3P6	1p32.3	100419023	ENSG00000224255
PDCL3P7	12q14.3	390340	ENSG00000256777
PDE1A	2q32.1		ENSG00000115252
PDE1B	12q13.2	5153	ENSG00000123360
PDE1C	7p14.3	5137	ENSG00000154678
PDE2A	11q13.4	5138	ENSG00000186642
PDE2A-AS1	11q13.4	105369379	ENSG00000255808
PDE2A-AS2	11q13.4	105369378	ENSG00000256633
PDE3A	12p12.2	5139	ENSG00000172572
PDE3B	11p15.2	5140	ENSG00000152270
PDE4A	19p13.2	5141	ENSG00000065989
PDE4B	1p31.3	5142	ENSG00000184588
PDE4B-AS1	1p31.3	101927139	ENSG00000227466
PDE4C	19p13.11	5143	ENSG00000105650
PDE4D	5q11.2-q12.1	5144	ENSG00000113448
PDE4DIP	1q21.2	9659	ENSG00000178104
PDE4DIPP1	1q21.2	728920	ENSG00000229828
PDE5A	4q26	8654	ENSG00000138735
PDE6A	5q32	5145	ENSG00000132915
PDE6B	4p16.3	5158	ENSG00000133256
PDE6B-AS1	4p16.3	101928521	ENSG00000242686
PDE6C	10q23.33	5146	ENSG00000095464
PDE6D	2q37.1	5147	ENSG00000156973
PDE6G	17q25.3	5148	ENSG00000185527
PDE6H	12p12.3	5149	ENSG00000139053
PDE7A	8q13.1	5150	ENSG00000205268
PDE7B	6q23.3	27115	ENSG00000171408
PDE8A	15q25.3	5151	ENSG00000073417
PDE8B	5q13.3	8622	ENSG00000113231
PDE9A	21q22.3	5152	ENSG00000160191
PDE9A-AS1	21q22.3	101928284	ENSG00000225731
PDE10A	6q27	10846	ENSG00000112541
PDE11A	2q31.2	50940	ENSG00000128655
PDE11A-AS1	2q31.2	105373764	ENSG00000229941
PDE12	3p14.3	201626	ENSG00000174840
PDF	16q22.1	64146	ENSG00000258429
PDGFA	7p22.3	5154	ENSG00000197461
PDGFB	22q13.1	5155	ENSG00000100311
PDGFC	4q32.1	56034	ENSG00000145431
PDGFD	11q22.3	80310	ENSG00000170962
PDGFRA	4q12	5156	ENSG00000134853
PDGFRB	5q32	5159	ENSG00000113721
PDGFRL	8p22	5157	ENSG00000104213
PDHA1	Xp22.12	5160	ENSG00000131828
PDHA1P1	3p14.3	100132534	ENSG00000270772
PDHA2	4q22.3	5161	ENSG00000163114
PDHB	3p14.3	5162	ENSG00000168291
PDHX	11p13	8050	ENSG00000110435
PDIA2	16p13.3	64714	ENSG00000185615
PDIA3	15q15.3	2923	ENSG00000167004
PDIA3P1	1q21.1	171423	ENSG00000180867
PDIA3P2	15q15.3		ENSG00000224677
PDIA4	7q36.1	9601	ENSG00000155660
PDIA5	3q21.1	10954	ENSG00000065485
PDIA6	2p25.1	10130	ENSG00000143870
PDIK1L	1p36.11	149420	ENSG00000175087
PDILT	16p12.3	204474	ENSG00000169340
PDK1	2q31.1	5163	ENSG00000152256
PDK1P1	9p21.1	100421194	
PDK2	17q21.33	5164	ENSG00000005882
PDK3	Xp22.11	5165	ENSG00000067992
PDK4	7q21.3	5166	ENSG00000004799
PDLIM1	10q23.33	9124	ENSG00000107438
PDLIM1P1	14q21.3	326616	ENSG00000270788
PDLIM1P2	17p11.2	100419426	ENSG00000265881
PDLIM1P3	17q11.1	100419427	ENSG00000264172
PDLIM1P4	3q12.1	100419185	ENSG00000249274
PDLIM2	8p21.3	64236	ENSG00000120913
PDLIM3	4q35.1	27295	ENSG00000154553
PDLIM4	5q31.1	8572	ENSG00000131435
PDLIM5	4q22.3	10611	ENSG00000163110
PDLIM7	5q35.3	9260	ENSG00000196923
PDP1	8q22.1	54704	ENSG00000164951
PDP2	16q22.1	57546	ENSG00000172840
PDPK1	16p13.3	5170	ENSG00000140992
PDPK2P	16p13.3	653650	ENSG00000205918
PDPN	1p36.21	10630	ENSG00000162493
PDPR	16q22.1	55066	ENSG00000090857
PDRG1	20q11.21	81572	ENSG00000088356
PDS5A	4p14	23244	ENSG00000121892
PDS5B	13q13.1	23047	ENSG00000083642
PDSS1	10p12.1	23590	ENSG00000148459
PDSS1P1	9p24.1	100129248	ENSG00000182347
PDSS1P2	2p21 not on reference assembly	100996500	ENSG00000224637
PDSS2	6q21	57107	ENSG00000164494
PDX1	13q12.2	3651	ENSG00000139515
PDXDC1	16p13.11	23042	ENSG00000179889
PDXDC2P	16q22.1	109731405	ENSG00000255185
PDXK	21q22.3	8566	ENSG00000160209
PDXP	22q13.1	57026	ENSG00000241360
PDYN	20p13	5173	ENSG00000101327
PDYN-AS1	20p13	727993	ENSG00000233896
PDZD2	5p13.3	23037	ENSG00000133401
PDZD3	11q23.3	79849	ENSG00000172367
PDZD4	Xq28	57595	ENSG00000067840
PDZD7	10q24.31	79955	ENSG00000186862
PDZD8	10q25.3-q26.11	118987	ENSG00000165650
PDZD9	16p12.2	255762	ENSG00000155714
PDZD11	Xq13.1	51248	ENSG00000120509
PDZK1	1q21.1	5174	ENSG00000174827
PDZK1IP1	1p33	10158	ENSG00000162366
PDZK1P1	1q21.2	100034743	ENSG00000215859
PDZPH1P	5q21.2		ENSG00000226926
PDZRN3	3p13	23024	ENSG00000121440
PDZRN3-AS1	3p13	101927249	ENSG00000239677
PDZRN4	12q12	29951	ENSG00000165966
PEA15	1q23.2	8682	ENSG00000162734
PEAK1	15q24.3	79834	ENSG00000173517
PEAK3	19p13.3	374872	ENSG00000188305
PEAR1	1q23.1	375033	ENSG00000187800
PEBP1	12q24.23	5037	ENSG00000089220
PEBP1P1	14q32.2	326614	ENSG00000259059
PEBP1P2	2p11.2	647307	ENSG00000270532
PEBP1P3	1q31.3	100129570	ENSG00000236278
PEBP4	8p21.3	157310	ENSG00000134020
PECAM1	17q23.3	5175	ENSG00000261371
PECR	2q35	55825	ENSG00000115425
PEF1	1p35.2	553115	ENSG00000162517
PEF1-AS1	1p35.2	107985471	ENSG00000235790
PEG3	19q13.43	5178	ENSG00000198300
PEG3-AS1	19q13.43	100169890	
PEG10	7q21.3	23089	ENSG00000242265
PEG13	8q24.3	359809	ENSG00000282164
PELI1	2p14	57162	ENSG00000197329
PELI2	14q22.3	57161	ENSG00000139946
PELI3	11q13.2	246330	ENSG00000174516
PELO	5q11.2	53918	ENSG00000152684
PELP1	17p13.2	27043	
PEMT	17p11.2	10400	ENSG00000133027
PENK	8q12.1	5179	ENSG00000181195
PEPB	12q21	5182	
PEPC	1q25	5183	
PEPD	19q13.11	5184	
PEPE	17	5185	
PER1	17p13.1	5187	ENSG00000179094
PER2	2q37.3	8864	ENSG00000132326
PER3	1p36.23	8863	ENSG00000049246
PER3P1	7p21.3	168741	ENSG00000271077
PERCC1	16p13.3	105371045	ENSG00000284395
PERM1	1p36.33	84808	ENSG00000187642
PERP	6q23.3	64065	ENSG00000112378
PES1	22q12.2	23481	ENSG00000100029
PES1P1	4q28.3	345016	ENSG00000248191
PES1P2	9p23	347193	ENSG00000229268
PET100	19p13.2	100131801	ENSG00000229833
PET117	20p11.23	100303755	ENSG00000232838
PEX1	7q21.2	5189	ENSG00000127980
PEX2	8q21.13	5828	ENSG00000164751
PEX3	6q24.2	8504	ENSG00000034693
PEX5	12p13.31	5830	ENSG00000139197
PEX5L	3q26.33	51555	ENSG00000114757
PEX5L-AS1	3q26.33		ENSG00000243799
PEX5L-AS2	3q26.33	101928790	ENSG00000244302
PEX6	6p21.1	5190	ENSG00000124587
PEX7	6q23.3	5191	ENSG00000112357
PEX10	1p36.32	5192	ENSG00000157911
PEX11A	15q26.1	8800	ENSG00000166821
PEX11B	1q21.1	8799	ENSG00000131779
PEX11G	19p13.2	92960	ENSG00000104883
PEX12	17q12	5193	ENSG00000108733
PEX12P1	13q31.3	121727	ENSG00000215418
PEX13	2p15	5194	ENSG00000162928
PEX14	1p36.22	5195	ENSG00000142655
PEX16	11p11.2	9409	ENSG00000121680
PEX19	1q23.2	5824	ENSG00000162735
PEX26	22q11.21	55670	ENSG00000215193
PF4	4q13.3	5196	ENSG00000163737
PF4V1	4q13.3	5197	ENSG00000109272
PFAS	17p13.1	5198	ENSG00000178921
PFDN1	5q31.3	5201	ENSG00000113068
PFDN2	1q23.3	5202	ENSG00000143256
PFDN4	20q13.2	5203	ENSG00000101132
PFDN5	12q13.13	5204	ENSG00000123349
PFDN6	6p21.32	10471	ENSG00000204220
PFKFB1	Xp11.21	5207	ENSG00000158571
PFKFB2	1q32.1	5208	ENSG00000123836
PFKFB3	10p15.1	5209	ENSG00000170525
PFKFB4	3p21.31	5210	ENSG00000114268
PFKL	21q22.3	5211	ENSG00000141959
PFKM	12q13.11	5213	ENSG00000152556
PFKP	10p15.2	5214	ENSG00000067057
PFN1	17p13.2	5216	ENSG00000108518
PFN1P1	1q24.3	730138	ENSG00000233328
PFN1P2	1p11.2	767846	ENSG00000270392
PFN1P3	1q21.1	200025	ENSG00000234367
PFN1P4	1q21.2	767851	ENSG00000225080
PFN1P6	1q21.1	645126	ENSG00000227212
PFN1P8	1q21.1		ENSG00000244371
PFN1P9	1p12	767850	ENSG00000227205
PFN1P10	1p36.12	767853	ENSG00000176378
PFN1P11	10q24.32		ENSG00000213061
PFN1P12	1q21.1	647569	ENSG00000226028
PFN2	3q25.1	5217	ENSG00000070087
PFN3	5q35.3	345456	ENSG00000196570
PFN4	2p23.3	375189	ENSG00000176732
PFN5P	Xq11.2		ENSG00000283349
PGA3	11q12.2	643834	ENSG00000229859
PGA4	11q12.2	643847	ENSG00000229183
PGA5	11q12.2	5222	ENSG00000256713
PGAM1	10q24.1	5223	ENSG00000171314
PGAM1P1	5q11.2	100130514	ENSG00000248271
PGAM1P2	9p13.3	392310	ENSG00000225639
PGAM1P3	3p22.1		ENSG00000230274
PGAM1P4	3p25.3	391508	ENSG00000214041
PGAM1P5	12q22	100132594	ENSG00000257150
PGAM1P6	2p23.3	100420567	ENSG00000224464
PGAM1P7	Xp11.3	100420650	ENSG00000213997
PGAM1P8	11q13.1	440043	ENSG00000255200
PGAM1P9	11q14.3	100420681	ENSG00000249255
PGAM1P10	6q13	100420633	ENSG00000220515
PGAM1P11	1p36.22	100420660	ENSG00000233623
PGAM1P12	15q26.2	390643	ENSG00000250825
PGAM1P13	8q23.1	100129815	ENSG00000248838
PGAM2	7p13	5224	ENSG00000164708
PGAM3P	20p12.2	170535	ENSG00000237256
PGAM4	Xq21.1	441531	ENSG00000226784
PGAM4P1	Xp11.22	100421178	ENSG00000215197
PGAM4P2	4q26	100131611	ENSG00000248488
PGAM5	12q24.33	192111	ENSG00000247077
PGAM5P1	5q21.3	100421133	ENSG00000253224
PGAP1	2q33.1	80055	ENSG00000197121
PGAP2	11p15.4	27315	ENSG00000148985
PGAP3	17q21.2	93210	
PGAP4	9q31.1	84302	ENSG00000165152
PGAP6	16p13.3	58986	ENSG00000129925
PGBD1	6p22.1	84547	ENSG00000137338
PGBD2	1q		ENSG00000185220
PGBD3	10q11	267004	ENSG00000243251
PGBD3P1	12q13.12	267005	
PGBD3P2	5p13.3	267006	
PGBD3P3	12q24.2	267007	
PGBD3P4	4p14	267008	
PGBD4	15q14	161779	ENSG00000182405
PGBD4P1	7q34		ENSG00000244273
PGBD4P2	20q13.12	100421228	ENSG00000277708
PGBD4P3	5q32	100421136	ENSG00000249834
PGBD4P4	4q28.3	100421146	ENSG00000248877
PGBD4P5	2p11.2	100421123	ENSG00000225136
PGBD4P6	Xq27.3	100421180	ENSG00000226064
PGBD4P7	1p21.3	100421182	
PGBD4P8	1p32.1	100421185	ENSG00000229332
PGBD5	1q42.13	79605	ENSG00000177614
PGBP	1p13.2	441897	ENSG00000227179
PGC	6p21.1	5225	ENSG00000096088
PGD	1p36.22	5226	ENSG00000142657
PGDP1	18q12.1	342705	ENSG00000265273
PGDP2	12q21.2	100129649	
PGF	14q24.3	5228	ENSG00000119630
PGGHG	11p15.5	80162	ENSG00000142102
PGGT1B	5q22.3	5229	ENSG00000164219
PGGT1BP1	10q11.23	653895	ENSG00000213667
PGGT1BP2	10q22.3	100132402	ENSG00000214584
PGK1	Xq21.1	5230	ENSG00000102144
PGK1P1	Xq12	5231	
PGK1P2	19p13.2	5233	ENSG00000213290
PGK2	6p12.3	5232	ENSG00000170950
PGLS	19p13.11	25796	ENSG00000130313
PGLYRP1	19q13.32	8993	ENSG00000008438
PGLYRP2	19p13.12	114770	ENSG00000161031
PGLYRP3	1q21.3	114771	ENSG00000159527
PGLYRP4	1q21.3	57115	ENSG00000163218
PGM1	1p31.3	5236	ENSG00000079739
PGM2	4p14	55276	ENSG00000169299
PGM2L1	11q13.4	283209	ENSG00000165434
PGM3	6q14.1	5238	ENSG00000013375
PGM5	9q21.11	5239	ENSG00000154330
PGM5-AS1	9q21.11	572558	ENSG00000224958
PGM5P1	9q12 not on reference assembly	653394	
PGM5P2	9p11.2	595135	ENSG00000277778
PGM5P3	9p24.3	101929157	
PGM5P3-AS1	9p24.3	101929127	ENSG00000277631
PGM5P4	2q13		ENSG00000225398
PGM5P4-AS1	2q14.1	103344932	ENSG00000231943
PGP	16p13.3	283871	ENSG00000184207
PGPEP1	19p13.11	54858	ENSG00000130517
PGPEP1L	15q26.3	145814	ENSG00000183571
PGR	11q22.1	5241	ENSG00000082175
PGR-AS1	11q22.1	101054525	ENSG00000282728
PGRMC1	Xq24	10857	ENSG00000101856
PGRMC2	4q28.2	10424	ENSG00000164040
PGS1	17q25.3	9489	ENSG00000087157
PHACTR1	6p24.1	221692	ENSG00000112137
PHACTR2	6q24.2	9749	ENSG00000112419
PHACTR2-AS1	6q24.2	285740	ENSG00000235740
PHACTR2P1	10q26.11	100533676	ENSG00000270300
PHACTR3	20q13.32-q13.33	116154	ENSG00000087495
PHACTR3-AS1	20q13.32	100506384	ENSG00000238194
PHACTR4	1p35.3	65979	ENSG00000204138
PHAX	5q23.2	51808	ENSG00000164902
PHB	17q21.33	5245	ENSG00000167085
PHB2	12p13.31	11331	ENSG00000215021
PHB2P1	10q25.1	645318	ENSG00000232728
PHBP1	6q25.1	5246	ENSG00000213091
PHBP2	11p11.2	100418837	ENSG00000254512
PHBP3	1p32.1	391044	ENSG00000228121
PHBP4	2q24.1	100418774	ENSG00000230251
PHBP5	7q11.23		ENSG00000233523
PHBP6	7q11.23		ENSG00000276592
PHBP7	9q21.33	548599	ENSG00000213711
PHBP8	3q13.33	100418804	ENSG00000240471
PHBP9	10q24.31	100289414	ENSG00000230224
PHBP10	Xq22.3	100418815	ENSG00000232665
PHBP11	1q41	644214	ENSG00000227621
PHBP12	1p32.3	100418820	ENSG00000230585
PHBP13	13q13.3	100418843	ENSG00000234835
PHBP14	4q32.3		ENSG00000248913
PHBP15	7q11.23	100873752	ENSG00000262648
PHBP16	11q21	100128102	ENSG00000227593
PHBP17	11q24.1		ENSG00000254407
PHBP18	12q13.11	390311	ENSG00000257885
PHBP19	12q13.13	494150	ENSG00000257246
PHBP20	15q24.1	100130579	ENSG00000271072
PHBP21	16q12.2	390730	ENSG00000260326
PHC1	12p13.31	1911	ENSG00000111752
PHC1P1	12q13.2	653441	ENSG00000179899
PHC2	1p35.1	1912	ENSG00000134686
PHC2-AS1	1p35.1	101929464	ENSG00000233246
PHC3	3q26.2	80012	ENSG00000173889
PHETA1	12q24.12	144717	ENSG00000198324
PHETA2	22q13.2	150368	ENSG00000177096
PHEX	Xp22.11	5251	ENSG00000102174
PHEX-AS1	Xp22.11		ENSG00000224204
PHF1	6p21.32	5252	ENSG00000112511
PHF2	9q22.31	5253	ENSG00000197724
PHF2P1	13q11	266695	
PHF2P2	13q12.11		ENSG00000226057
PHF3	6q12	23469	ENSG00000118482
PHF5A	22q13.2	84844	ENSG00000100410
PHF5CP	19p13.11	450232	ENSG00000267178
PHF5DP	3q13.2	450238	
PHF5EP	3p21.31	450239	
PHF5FP	Xq23	450246	
PHF5GP	2q24.3	450234	ENSG00000238259
PHF5HP	15q26.3	450250	
PHF6	Xq26.2	84295	ENSG00000156531
PHF7	3p21.1	51533	ENSG00000010318
PHF8	Xp11.22	23133	ENSG00000172943
PHF10	6q27	55274	ENSG00000130024
PHF10P1	Xq28	158905	
PHF11	13q14.2	51131	ENSG00000136147
PHF12	17q11.2	57649	ENSG00000109118
PHF13	1p36.31	148479	ENSG00000116273
PHF14	7p21.3	9678	ENSG00000106443
PHF19	9q33.2	26147	ENSG00000119403
PHF20	20q11.22-q11.23	51230	ENSG00000025293
PHF20L1	8q24.22	51105	ENSG00000129292
PHF21A	11p11.2	51317	ENSG00000135365
PHF21B	22q13.31	112885	ENSG00000056487
PHF23	17p13.1	79142	ENSG00000040633
PHF24	9p13.3	23349	ENSG00000122733
PHGDH	1p12	26227	ENSG00000092621
PHGR1	15q15.1	644844	
PHIP	6q14.1	55023	ENSG00000146247
PHKA1	Xq13.1	5255	ENSG00000067177
PHKA1-AS1	Xq13.1	101928259	ENSG00000231944
PHKA1P1	1p22.2	646780	ENSG00000232882
PHKA2	Xp22.13	5256	ENSG00000044446
PHKA2-AS1	Xp22.13	100132163	ENSG00000237836
PHKB	16q12.1	5257	ENSG00000102893
PHKBP1	20p12.3	5258	ENSG00000226262
PHKBP2	14q13.3	5259	ENSG00000258467
PHKG1	7p11.2	5260	ENSG00000164776
PHKG1P1	7q11.21	643941	ENSG00000226075
PHKG1P2	7q11.21	644032	ENSG00000228645
PHKG1P3	11p11.12	5262	
PHKG1P4	7p11.2	100151641	ENSG00000229508
PHKG2	16p11.2	5261	ENSG00000156873
PHLDA1	12q15	22822	
PHLDA2	11p15.4	7262	ENSG00000181649
PHLDA3	1q32.1	23612	ENSG00000174307
PHLDB1	11q23.3	23187	ENSG00000019144
PHLDB2	3q13.2	90102	ENSG00000144824
PHLDB3	19q13.31	653583	ENSG00000176531
PHLPP1	18q21.33	23239	ENSG00000081913
PHLPP2	16q22.2	23035	ENSG00000040199
PHOSPHO1	17q21.32	162466	ENSG00000173868
PHOSPHO2	2q31.1	493911	ENSG00000144362
PHOX2A	11q13.4	401	ENSG00000165462
PHOX2B	4p13	8929	ENSG00000109132
PHOX2B-AS1	4p13	105374425	ENSG00000250467
PHPT1	9q34.3	29085	ENSG00000054148
PHRF1	11p15.5	57661	ENSG00000070047
PHTF1	1p13.2	10745	ENSG00000116793
PHTF2	7q11.23-q21.11	57157	ENSG00000006576
PHYH	10p13	5264	ENSG00000107537
PHYHD1	9q34.11	254295	ENSG00000175287
PHYHIP	8p21.3	9796	ENSG00000168490
PHYHIPL	10q21.1	84457	ENSG00000165443
PHYKPL	5q35.3	85007	ENSG00000175309
PI3	20q13.12	5266	ENSG00000124102
PI4K2A	10q24.2	55361	ENSG00000155252
PI4K2B	4p15.2	55300	ENSG00000038210
PI4KA	22q11.21	5297	ENSG00000241973
PI4KAP1	22q11.21	728233	ENSG00000274602
PI4KAP2	22q11.21	375133	ENSG00000183506
PI4KB	1q21.3	5298	ENSG00000143393
PI15	8q21.13	51050	ENSG00000137558
PI16	6p21.2	221476	ENSG00000164530
PIANP	12p13.31	196500	ENSG00000139200
PIAS1	15q23	8554	ENSG00000033800
PIAS2	18q21.1	9063	ENSG00000078043
PIAS3	1q21.1	10401	ENSG00000131788
PIAS4	19p13.3	51588	ENSG00000105229
PIBF1	13q21.33-q22.1	10464	ENSG00000083535
PICALM	11q14.2	8301	ENSG00000073921
PICART1	17q21.33	284080	ENSG00000246640
PICK1	22q13.1	9463	ENSG00000100151
PICSAR	21q22.3	378825	ENSG00000275874
PID1	2q36.3	55022	ENSG00000153823
PIDD1	11p15.5	55367	ENSG00000177595
PIEZO1	16q24.3	9780	ENSG00000103335
PIEZO1P1	20q13.32	128615	ENSG00000233686
PIEZO1P2	20q13.32	100874493	ENSG00000237121
PIEZO2	18p11.22-p11.21	63895	ENSG00000154864
PIF1	15q22.31	80119	ENSG00000140451
PIFO	1p13.2	128344	ENSG00000173947
PIGA	Xp22.2	5277	ENSG00000165195
PIGAP1	12q21	5278	
PIGB	15q21.3	9488	ENSG00000069943
PIGBOS1	15q21.3	101928527	ENSG00000225973
PIGC	1q24.3	5279	ENSG00000135845
PIGCP1	11p13	5280	ENSG00000213713
PIGCP2	7q31.1	100128307	ENSG00000229626
PIGF	2p21	5281	ENSG00000151665
PIGFP1	5q35.3	5282	ENSG00000253869
PIGFP2	9q33.3	100422349	ENSG00000234881
PIGFP3	Xp21.2	100129049	ENSG00000227592
PIGG	4p16.3	54872	ENSG00000174227
PIGH	14q24.1	5283	ENSG00000100564
PIGHP1	15q22.2	644761	ENSG00000259657
PIGK	1p31.1	10026	ENSG00000142892
PIGL	17p11.2	9487	ENSG00000108474
PIGM	1q23.2	93183	ENSG00000143315
PIGN	18q21.33	23556	ENSG00000197563
PIGO	9p13.3	84720	ENSG00000165282
PIGP	21q22.13	51227	ENSG00000185808
PIGPP1	2p15		
PIGPP2	1p31.3		ENSG00000234204
PIGPP3	20q11.22	100128033	ENSG00000228958
PIGPP4	18p11.22		ENSG00000265564
PIGQ	16p13.3	9091	ENSG00000007541
PIGQP1	1p32.2	106480812	ENSG00000227104
PIGR	1q32.1	5284	ENSG00000162896
PIGS	17q11.2	94005	ENSG00000087111
PIGT	20q13.12	51604	ENSG00000124155
PIGU	20q11.22	128869	ENSG00000101464
PIGUP1	9q21.12	100422342	ENSG00000224437
PIGV	1p36.11	55650	ENSG00000060642
PIGW	17q12	284098	ENSG00000277161
PIGX	3q29	54965	ENSG00000163964
PIGY	4q22.1	84992	ENSG00000255072
PIGY-DT	4q22.1	101929134	ENSG00000285122
PIGZ	3q29	80235	ENSG00000119227
PIH1D1	19q13.33	55011	ENSG00000104872
PIH1D2	11q23.1	120379	ENSG00000150773
PIH1D3	Xq22.3	139212	ENSG00000080572
PIK3AP1	10q24.1	118788	ENSG00000155629
PIK3C2A	11p15.1	5286	ENSG00000011405
PIK3C2B	1q32.1	5287	ENSG00000133056
PIK3C2G	12p12.3	5288	ENSG00000139144
PIK3C3	18q12.3	5289	ENSG00000078142
PIK3CA	3q26.32	5290	ENSG00000121879
PIK3CB	3q22.3	5291	ENSG00000051382
PIK3CD	1p36.22	5293	ENSG00000171608
PIK3CD-AS1	1p36.22	644997	ENSG00000179840
PIK3CD-AS2	1p36.22	101929074	ENSG00000231789
PIK3CDP1	2p25.2	391349	ENSG00000231610
PIK3CG	7q22.3	5294	ENSG00000105851
PIK3IP1	22q12.2	113791	ENSG00000100100
PIK3IP1-AS1	22q12.2	101929760	ENSG00000228839
PIK3R1	5q13.1	5295	ENSG00000145675
PIK3R2	19p13.11	5296	ENSG00000105647
PIK3R3	1p34.1	8503	ENSG00000117461
PIK3R4	3q22.1	30849	ENSG00000196455
PIK3R5	17p13.1	23533	ENSG00000141506
PIK3R6	17p13.1	146850	ENSG00000276231
PIKFYVE	2q34	200576	ENSG00000115020
PILRA	7q22.1	29992	ENSG00000085514
PILRB	7q22.1	29990	ENSG00000121716
PIM1	6p21.2	5292	ENSG00000137193
PIM2	Xp11.23	11040	ENSG00000102096
PIM3	22q13.33	415116	ENSG00000198355
PIMREG	17p13.2	54478	ENSG00000129195
PIMREGP1	2q33.1	442063	ENSG00000226261
PIMREGP2	4q24	402182	ENSG00000216425
PIMREGP3	6q15	100132736	ENSG00000217653
PIMREGP4	4p15.2	100421493	ENSG00000248340
PIN1	19p13	5300	ENSG00000127445
PIN1P1	1p31.1	5301	ENSG00000229359
PIN4	Xq13.1	5303	ENSG00000102309
PIN4P1	15q15.3	728758	ENSG00000227973
PINCR	Xp11.3	101927501	ENSG00000224294
PINK1	1p36.12	65018	ENSG00000158828
PINK1-AS	1p36.12		ENSG00000117242
PINLYP	19q13.31	390940	ENSG00000234465
PINX1	8p23.1	54984	ENSG00000254093
PIP	7q34	5304	ENSG00000159763
PIP4K2A	10p12.2	5305	ENSG00000150867
PIP4K2B	17q12	8396	ENSG00000276293
PIP4K2C	12q13.3	79837	ENSG00000166908
PIP4P1	14q11.2	90809	ENSG00000165782
PIP4P2	8q21.3	55529	ENSG00000155099
PIP5K1A	1q21.3	8394	ENSG00000143398
PIP5K1B	9q21.11	8395	ENSG00000107242
PIP5K1C	19p13.3	23396	ENSG00000186111
PIP5K1P1	6p24.3	206426	ENSG00000219294
PIP5K1P2	7q36.3	100129824	ENSG00000229435
PIP5KL1	9q34.11	138429	ENSG00000167103
PIPOX	17q11.2	51268	ENSG00000179761
PIPSL	10q23.33	266971	ENSG00000180764
PIR	Xp22.2	8544	ENSG00000087842
PIRC1	1	100313844	
PIRC2	1	100313924	
PIRC3	1	100313905	
PIRC4	1	100313807	
PIRC5	1	100313845	
PIRC6	1	100313846	
PIRC7	1	100313782	
PIRC8	1	100313915	
PIRC9	2	100313847	
PIRC10	2	100313783	
PIRC11	3	100313897	
PIRC12	3	100313808	
PIRC13	3	100313925	
PIRC14	3	100313784	
PIRC15	3	100313848	
PIRC16	4	100313849	
PIRC17	4	100313809	
PIRC18	4	100313906	
PIRC19	4	100313926	
PIRC20	5	100313785	
PIRC21	5	100313916	
PIRC22	5	100313850	
PIRC23	5	100313786	
PIRC24	6	100313810	
PIRC25	6	100313851	
PIRC26	6	100313852	
PIRC27	6	100313907	
PIRC28	6	100313893	
PIRC29	7	100313927	
PIRC30	7	100313853	
PIRC31	7	100313787	
PIRC32	7	100313811	
PIRC33	7	100313854	
PIRC34	7	100313890	
PIRC35	8	100313855	
PIRC36	9	100313928	
PIRC37	9	100313812	
PIRC38	9	100313788	
PIRC39	9	100313856	
PIRC40	9	100313898	
PIRC41	9	100313917	
PIRC42	9	100313789	
PIRC43	9	100313857	
PIRC44	9	100313908	
PIRC45	9	100313813	
PIRC46	9	100313858	
PIRC47	9	100313859	
PIRC48	10	100313790	
PIRC49	10	100313929	
PIRC50	11	100313814	
PIRC51	11	100313860	
PIRC52	11	100313791	
PIRC53	12	100313861	
PIRC54	12	100313815	
PIRC55	12	100313792	
PIRC56	12	100313862	
PIRC57	12	100313930	
PIRC58	13	100313918	
PIRC59	14	100313909	
PIRC60	14	100313863	
PIRC61	15	100313899	
PIRC62	15	100313816	
PIRC63	15	100313793	
PIRC64	15	100313864	
PIRC65	15	100313794	
PIRC66	15	100313865	
PIRC67	15	100313817	
PIRC68	15	100313931	
PIRC69	15	100313910	
PIRC70	15	100313866	
PIRC71	15	100313818	
PIRC72	15	100313867	
PIRC73	15	100313795	
PIRC74	15	100313932	
PIRC75	15	100313919	
PIRC76	15	100313796	
PIRC77	15	100313868	
PIRC78	15	100313869	
PIRC79	15	100313797	
PIRC80	15	100313819	
PIRC81	15	100313870	
PIRC82	16	100313933	
PIRC83	16	100313891	
PIRC84	16	100313820	
PIRC85	16	100313871	
PIRC86	16	100313911	
PIRC87	16	100313872	
PIRC88	16	100313894	
PIRC89	16	100313873	
PIRC90	17	100313798	
PIRC91	17	100313900	
PIRC92	17	100313920	
PIRC93	17	100313934	
PIRC94	17	100313799	
PIRC95	17	100313935	
PIRC96	18	100313800	
PIRC97	19	100313821	
PIRC98	19	100313874	
PIRC99	19	100313875	
PIRC100	19	100313912	
PIRC101	19	100313888	
PIRC102	19	100313876	
PIRC103	20	100313901	
PIRC104	20	100313801	
PIRC105	21	100313936	
